,companyName,datePublished,ratingValue,reviewBody
249,DuGood Credit Union,2021-11-30,Rated 5 out of 5 stars,Walking into the Credit Union in Beaumont I received excellent service setting up a checking and savings account with Isaiah Peacock.  The process was quick and I walked out with a working debit card I had transferred funds to.
250,DuGood Credit Union,2021-11-30,Rated 5 out of 5 stars,
251,DuGood Credit Union,2021-11-30,Rated 5 out of 5 stars,Mindy at the Mont Belvieu location provided excellent service.
252,DuGood Credit Union,2021-11-27,Rated 5 out of 5 stars,
253,DuGood Credit Union,2021-11-27,Rated 5 out of 5 stars,
254,DuGood Credit Union,2021-11-26,Rated 5 out of 5 stars,Amazing as always! Dugood brings their A game every time! The loan process is so convenient!
255,DuGood Credit Union,2021-11-24,Rated 5 out of 5 stars,I switched to DuGood this year and it has been the best decision I made.  They have been wonderful to work with.  I work in the same building as one of the branches and it has made my life so much easier.  Thank you for the smooth transition this last year.  I recommend them to everyone.  I should've switched sooner!!!!
256,DuGood Credit Union,2021-11-23,Rated 5 out of 5 stars,The staff from DuGood are great. Been banking there for at least 20 years. Always awesome!  The loan specialist was great to work with and made refinancing our vehicles very pleasant.
257,DuGood Credit Union,2021-11-23,Rated 5 out of 5 stars,Thank you.  Perfect service.
258,DuGood Credit Union,2021-11-22,Rated 5 out of 5 stars,I was extremely happy with the way I was greeted upon my first visit to open a savings and checking account. Darlene Ford took the time with me to answer my questions and fully explained everything. I left the facility feeling confident I chose DuGood.
259,DuGood Credit Union,2021-11-20,Rated 5 out of 5 stars,"The representative that helped me open my accounts was so pleasant to work with.  She was extremely helpful, answering all of my questions, and knew her job well.  Enjoyed so much my experience at DuGood Credit Union."
260,DuGood Credit Union,2021-11-19,Rated 5 out of 5 stars,Was met with responsible people and eager to help no matter what it was. Very efficient a friendly people who had all the ans.
261,DuGood Credit Union,2021-11-18,Rated 5 out of 5 stars,I came in to open an account. I received quick and friendly service. Definitely recommending DuGood to my friends/family.
262,DuGood Credit Union,2021-11-18,Rated 5 out of 5 stars,"No overdraft protection, charging $30.00 to people who don't have money in the first place? No reimbursement for ATM fees?"
263,DuGood Credit Union,2021-11-16,Rated 5 out of 5 stars,
264,DuGood Credit Union,2021-11-16,Rated 5 out of 5 stars,Great Service.
265,DuGood Credit Union,2021-11-16,Rated 5 out of 5 stars,I have been banking here for years and still very satisfied
266,DuGood Credit Union,2021-11-12,Rated 5 out of 5 stars,I got a personal loan. I applied over the app on my phone. I got the information that my loan was accepted. I let them know what time I was able to come sign the papers. The paperwork was ready by the time I got there to the time i left was about 15 minutes.
267,DuGood Credit Union,2021-11-12,Rated 5 out of 5 stars,
268,DuGood Credit Union,2021-11-10,Rated 5 out of 5 stars,"Very helpful again!! once again i was out of town working, made a phone call and everything was done with know problems."
269,DuGood Credit Union,2021-11-10,Rated 5 out of 5 stars,"Was looking at getting a $2000 loan and the loan officer recommended getting a Christmas loan for a better rate, which I did and got the loan I needed."
270,DuGood Credit Union,2021-11-10,Rated 5 out of 5 stars,Working with DuGood is always easy and with quick results.
271,DuGood Credit Union,2021-11-10,Rated 5 out of 5 stars,Express loan great way the people helped me I think of nothing but all good and will let other people know how great my bank is thank you
272,DuGood Credit Union,2021-11-10,Rated 5 out of 5 stars,Thank you Kristin Daniels for all you did in helping me get a loan. Was much needed. Du Good Federal credit union is a very friendly bank has always helped me when needed. So Thank you very much.
273,DuGood Credit Union,2021-11-09,Rated 5 out of 5 stars,
274,DuGood Credit Union,2021-11-08,Rated 5 out of 5 stars,DuGood is # 1 all we have to do is call and make a request and the team is promptly at work. They always come through for us.   Great Job
275,DuGood Credit Union,2021-11-07,Rated 5 out of 5 stars,Absolutely love them. They are so helpful and have such great rates.
276,DuGood Credit Union,2021-11-05,Rated 5 out of 5 stars,
277,DuGood Credit Union,2021-11-05,Rated 5 out of 5 stars,Tara is always so helpful and awesome to work with.
278,DuGood Credit Union,2021-11-05,Rated 5 out of 5 stars,"My loan consultant Mindy was fantastic! She provided me with options and answered all my questions. She worked around 3 people’s schedules, and it all went very smooth. Thank you very much"
279,DuGood Credit Union,2021-11-04,Rated 5 out of 5 stars,"I recently purchased a Golf Cart.  I wanted to finance it.  I called and handled everything on the phone.  It took less than 24 hours to start and finish the loan process. I was able to sign everything online.  As a working couple, my and husband and I loved the Flexibility of this process.  When do not finance anything unless it is with DuGood CU and this is why.Monty and Carrie Vincent"
280,DuGood Credit Union,2021-11-03,Rated 5 out of 5 stars,Brenda Frank’s went above up and beyond to help me get the loan that I needed to buy another four wheeler. She is by for the best person I have ever dealt with when it comes to a loan.
281,DuGood Credit Union,2021-11-02,Rated 5 out of 5 stars,The Process was Fast and Easy! Carrie was very Helpful.
282,DuGood Credit Union,2021-11-02,Rated 5 out of 5 stars,It was helpful thank you
283,DuGood Credit Union,2021-11-01,Rated 5 out of 5 stars,Representatives were very helpful in taking care of all my needs. They answered all of my questions and helped me understand everything I was getting through their services.
284,DuGood Credit Union,2021-10-29,Rated 4 out of 5 stars,Dugood FCU is there for me in hard times and good times. Loan department is very knowledgeable about loan information. Representatives are very polite and don’t waste time with services. Dugood should consider expanding their great business. Keep up the good work.
285,DuGood Credit Union,2021-10-29,Rated 1 out of 5 stars,"Baby, bye, bye, bye!"
286,DuGood Credit Union,2021-10-29,Rated 5 out of 5 stars,"You won't get this kind of service at a bank.I worked with Sara N. this week to finance a brand new UTV. Sara made the experience easy, quick and painless.Also, the current rates are the best in the area for a recreation vehicle purchase.Thanks DuGood!"
287,DuGood Credit Union,2021-10-28,Rated 5 out of 5 stars,"Excellent Branch. Great on-line Protectors,Very Knowledgeable about any situation. Great People, Great Environment"
288,DuGood Credit Union,2021-10-28,Rated 5 out of 5 stars,"I can never imagine using another source of financial resource the dugood. I have everything I've ever dreamed of, and I owe it to the staff at dugood credit union. They picked me up when my credit wasn't so great and took me too a while other level in credit worthiness. They are like family to me."
289,DuGood Credit Union,2021-10-28,Rated 5 out of 5 stars,Deanna Cudd was excellent and easy to work with! Give that woman a raise!
290,DuGood Credit Union,2021-10-27,Rated 5 out of 5 stars,I refinanced my car and bought a new car.I received great rates and the customer service provided was outstanding.
291,DuGood Credit Union,2021-10-27,Rated 5 out of 5 stars,The staff were excellent. Customer service is spot on.
292,DuGood Credit Union,2021-10-27,Rated 5 out of 5 stars,Great experience! I applied online and heard back from Julie right away. A few more steps and my loan was done and funded. I highly recommend using DuGood for all your financial needs!
293,DuGood Credit Union,2021-10-26,Rated 5 out of 5 stars,
294,DuGood Credit Union,2021-10-26,Rated 5 out of 5 stars,Looking for a great mortgage Lender? You have come to the right place. Sandy Ferrell with the Mortgage Department was exceptional. From the very beginning she was very open and helpful. Answered every question we had and helped us understand what we didn't know. Her customer service went above and beyond. We are so thankful we went with her and Dugood. They made the mortgage process easier than others. She shows she cares for her clients and loves her job!
295,DuGood Credit Union,2021-10-25,Rated 4 out of 5 stars,
296,DuGood Credit Union,2021-10-23,Rated 5 out of 5 stars,
297,DuGood Credit Union,2021-10-23,Rated 5 out of 5 stars,
298,DuGood Credit Union,2021-10-22,Rated 5 out of 5 stars,Easy to open account I went in person  was waited on immediately. Took very little time left with everything I needed
299,DuGood Credit Union,2021-10-22,Rated 5 out of 5 stars,I opened a new checking and savings account. Friendly and courteous staff. Over all great experience.
300,DuGood Credit Union,2021-10-22,Rated 5 out of 5 stars,Very fast and great service! Would recommend Dugood to anyone looking for a loan or refinance
301,DuGood Credit Union,2021-10-21,Rated 5 out of 5 stars,
302,DuGood Credit Union,2021-10-20,Rated 4 out of 5 stars,
303,DuGood Credit Union,2021-10-20,Rated 5 out of 5 stars,"I've been a member for awhile, and never needed a loan. Then, decided out of the blue to buy a car. Talked to the dealership, and just wondered what my rate would be at DuGood. I called Kristin Daniels at the DuGood lending center off of N. Major in Beaumont, and she was fabulous. She had everything together, and communicated well with the dealership. I have a new car at a super low rate!"
304,DuGood Credit Union,2021-10-18,Rated 5 out of 5 stars,I called and  the lady helped me to pay off my express loan and take care of a balance and apply for anew express loan. She was very polite and considerate and very knowledgeable and helpful. I believe she did an amazing job.
305,DuGood Credit Union,2021-10-17,Rated 5 out of 5 stars,"Carrie is awesome! She is very professional, friendly, and treats you as family. Very happy with our experience!"
306,DuGood Credit Union,2021-10-17,Rated 5 out of 5 stars,They were very helpful and greeted me as soon as I walked in. I went in to only open an account and they were so fast and helpful. I know I made the right choice when I chose to go to DuGood because of how helpful and patient they were.
307,DuGood Credit Union,2021-10-17,Rated 5 out of 5 stars,This was my first time banking at DuGood Credit Union and it was a fantastic experience. I was greeted by a friendly representative the moment I walked through the doors. The greeter was friendly and helpful. I was directed to a waiting area that was both inviting and comfortable. There screen in the waiting area had helpful information that both answered my questions and peeked my interest in some of the available services. I waited a very brief time before being escorted to visit with a personal banker. She was friendly and helpful. I was able to achieve all the reasons for the visit and a few more. She explained everything and gave me a wonderful overview of their services. I would highly recommend credit union to others.
308,DuGood Credit Union,2021-10-17,Rated 5 out of 5 stars,"Fast and friendly. As soon as the door opens your greeted with a smile and a ""Can I help You"" from the employees. In no time you are helped with your business and you are on your way satisfied. You conduct business how it should be done, easy."
309,DuGood Credit Union,2021-10-17,Rated 5 out of 5 stars,"Great people, super helpful, and knowledgeable."
310,DuGood Credit Union,2021-10-14,Rated 5 out of 5 stars,"I tried to do an online application & it stopped on 33pct. So I called the branch and they told me to come in & it will be no problem to finish it. I asks how long would it take & the nice lady who was talking to me made it so easy & was so helpful & informative telling me it would only take 20min I told her it sounded good because I had to get bk to work I agreed to come in. I walked in being greeted by the entire front lobby of staff members with an option to choose which one would help me. I can't remember her name but she was in the last window to the right. She was so nice & kind explaining everything as she went along & communicating with the neighboring teller for assistance to make sure everything was right. They both called on a 3rd member who helped the finalize everything in under 15min. So amazing, they were so fast & thorough telling me about the nice incentives and perks & other details I had never imagined your bank offered. I got everything wrapped up very quick & had enough time to get a money order thanked them graciously for helping me handle some very important needed business. I was on my way & made it bk to work at Parkdale Mall well ahead of time. GOD bless you all for having a lovely place of business and matching staff!"
311,DuGood Credit Union,2021-10-13,Rated 5 out of 5 stars,Great help with a refinance on auto loans and great customer service
312,DuGood Credit Union,2021-10-13,Rated 5 out of 5 stars,
313,DuGood Credit Union,2021-10-13,Rated 5 out of 5 stars,Very friendly and helpful people. Will continue to do business with them.
314,DuGood Credit Union,2021-10-11,Rated 5 out of 5 stars,
315,DuGood Credit Union,2021-10-11,Rated 5 out of 5 stars,The Nederland Texas branch was wonderful. Very accommodating. Very polite and respectful. Wonderful people to bank with
316,DuGood Credit Union,2021-10-08,Rated 5 out of 5 stars,LaDana was so friendly and helpful. Looking forward to my new membership.
317,DuGood Credit Union,2021-10-07,Rated 5 out of 5 stars,
318,DuGood Credit Union,2021-10-07,Rated 5 out of 5 stars,"I was very pleased with the the professionalism of DuGood Employee Deanna.  Everything went very smoothly with no problems when I applied for a loan for my pick up.Thank DuGood FCU for everything. I have a personal and business account,  with DuGood FCU and have been very pleased with my experience doing business with this credit union.Thanks to all."
319,DuGood Credit Union,2021-10-07,Rated 5 out of 5 stars,I wanted to open a new account. I went inside and was greeted right away.  When I spoke with someone I was seated right away and received fast and friendly service.
320,DuGood Credit Union,2021-10-07,Rated 3 out of 5 stars,A little disappointed when I applied for a $6000 dollar loan and was turned don’t but offered me $3500 because of my credit score. After all the time Covid pandemic is happening I never missed paying my loan or credit card payments. Never.  Not one time. And this is the way dugood treats a member for making all payments. This may be my last time asking for a loan from dugood. I am a member that has paid every payment and none of the employees have had to call and ask for loan payments. Stop judging your members but there credit score and take into consideration how the member pays there loans and cc payments. Again very dissatisfied
321,DuGood Credit Union,2021-10-06,Rated 5 out of 5 stars,Excellent service. wesome customer service. Great first time account holder experience.Thank you
322,DuGood Credit Union,2021-10-05,Rated 5 out of 5 stars,It was very easy to reference my truck done it in a day all was done by phone very helpful looking forward to financing atv later on
323,DuGood Credit Union,2021-10-04,Rated 5 out of 5 stars,Du Good has been very welcoming and friendly. We have only talked by phone but I looking forward to meeting the staff in person. They werecgreat about helping to finance my Chevrolet Trailblazer from Granger Chevrolet.
324,DuGood Credit Union,2021-10-03,Rated 5 out of 5 stars,The young lady at the bank answered all of my wife and I questions before we began opened the accounts.She was very polite and show curiosity toward us. We will enjoy bank with you.
325,DuGood Credit Union,2021-10-02,Rated 5 out of 5 stars,Always have a great experience with DuGood they're the best.
326,DuGood Credit Union,2021-10-02,Rated 5 out of 5 stars,Yall are the best!  Our loan officer Carrie took care of everything we needed!  Everyone is kind and courteous. So glad we became members.
327,DuGood Credit Union,2021-09-28,Rated 5 out of 5 stars,"Tara was very professional and answered all my questions.  She was a pleasure to work with.  DuGood is a great Credit Union, been with them for years."
328,DuGood Credit Union,2021-09-28,Rated 5 out of 5 stars,It’s good I would recommend it to anyone I really like it
329,DuGood Credit Union,2021-09-28,Rated 5 out of 5 stars,"Recently had a fraudulent transaction appear on one of my accounts.  I spoke with the most helpful and patient respresentatives, Kayla Hernandez.  She guided me through this whole horrible ordeal and was very professional and helpful.  DuGood should try to figure out how to clone this one, she is for sure a treasure.  Thank you Kayla for making a very stressful situation easier to handle.  Many blessings to you!"
330,DuGood Credit Union,2021-09-27,Rated 5 out of 5 stars,Everything went very smoothly and quickly. Exceeded my expectations. Thank you for the great service.
331,DuGood Credit Union,2021-09-24,Rated 5 out of 5 stars,"Switching banks can be a hassle and is time consuming, but their member services team made it short and sweet! Every person was knowledgeable and kind. I am so happy to be at a local credit union that is conveniently located blocks from my house!"
332,DuGood Credit Union,2021-09-24,Rated 5 out of 5 stars,Very good customer service
333,DuGood Credit Union,2021-09-24,Rated 5 out of 5 stars,Audrey was very helpful getting our loan processed in a timely manner! Another DuGood Great experience!
334,DuGood Credit Union,2021-09-23,Rated 5 out of 5 stars,I was very pleased and happy to do business at Dogood
335,DuGood Credit Union,2021-09-23,Rated 5 out of 5 stars,Sandy Ferrell was very nice and efficient. She made the process seamless.
336,DuGood Credit Union,2021-09-23,Rated 5 out of 5 stars,I deal with Mrs. Tammy Simmons at vidor branch. She is awesome.  Answers all my questions & is so helpful
337,DuGood Credit Union,2021-09-22,Rated 5 out of 5 stars,Thank you for helping us with our loan you were very nice and very professional and you called me with update on the loan and thats what i like.Keep up the good work.   Mr.Delgado
338,DuGood Credit Union,2021-09-17,Rated 5 out of 5 stars,
339,DuGood Credit Union,2021-09-14,Rated 5 out of 5 stars,I was applying for a Line of credit loan and Julie Nguyen is the one helping me and she is very helpful and patience on me cause I don't understand right away the process it toke me awhile to figure out like the signing of the papers and Julie help me through it..when I got the loan I was expecting that it will deposit right away to my checking account but it didn't  happen so I called and emailed Julie so many times...so finally she told me that I'm  the one who can transfer to my account. She said it before but what I understood that I have to go to the bank and transfer it...but finally I got it...I'm 64yrs old and I only have less knowledge about computer but thanks to Julie Nguyen she's a lot of help...thanks again Julie 😊❤
340,DuGood Credit Union,2021-09-12,Rated 5 out of 5 stars,The service was exceptional and the employees were very helpful and friendly
341,DuGood Credit Union,2021-09-12,Rated 5 out of 5 stars,"Quick, friendly, and got me a much better interest rate!  So happy I used Dugood!"
342,DuGood Credit Union,2021-09-12,Rated 5 out of 5 stars,Loan Officer knowledgeable  and easy to work with
343,DuGood Credit Union,2021-09-11,Rated 5 out of 5 stars,"An excellent and simplified credit union. helped me when I needed it most and without much bureaucracy. Personalized, quiet and easy service."
344,DuGood Credit Union,2021-09-11,Rated 5 out of 5 stars,
345,DuGood Credit Union,2021-09-10,Rated 5 out of 5 stars,"We made a spur of the moment decision to buy a vehicle and Audrey Hinson was there to help us with the loan.  It was no time and she had the paperwork done and approved for us, also she kept us updated all the way through.   Thank you very much for making this a pleasant experience. Wayne Percey"
346,DuGood Credit Union,2021-09-10,Rated 5 out of 5 stars,"Everyone i worked with was very helpfil, answered all my questions and kept me informed throughout the whole process. It was a pleasant experience."
347,DuGood Credit Union,2021-09-10,Rated 5 out of 5 stars,My Daughter told me to open a Account with Du Good Which I did and my opening a Savings and checking account The Lady who took care of me was very friendly and knowledgeable and professional She explained everything Do Good has to offer For me at was a very good day and I would definitely advise anyone who needs a Bank I would suggest DoGoodThank you Anita Lester
348,DuGood Credit Union,2021-09-09,Rated 5 out of 5 stars,"Staff was amazing and very sweet and professional,She also answered all my questions graceful on top of my nephew interrupted her She's a super star and she gave me all the information I need to have a successful account with Dugood Federal Credit Union I'm satisfied and happy"
349,DuGood Credit Union,2021-09-09,Rated 5 out of 5 stars,"I am so pleased with Tammy Christopher at the Jasper branch. She’s always helpful, kind and so efficient. Anytime I have had to call Dugood, the customer service has been excellent."
350,DuGood Credit Union,2021-09-09,Rated 5 out of 5 stars,Went into the Vidor location to open an account. The process was very easy and quick!
351,DuGood Credit Union,2021-09-09,Rated 5 out of 5 stars,Dugood in Pr Neches led by Sylvia Harrell have logged so much time on my account change & security recovery.  I cannot thank them enough.
352,DuGood Credit Union,2021-09-08,Rated 5 out of 5 stars,Very nice people. I got everything set up like I need. Look forward to doing business with DuGood Credit Union.
353,DuGood Credit Union,2021-09-08,Rated 5 out of 5 stars,"Ok I guess, Have not had time to move my money to the credit union"
354,DuGood Credit Union,2021-09-08,Rated 5 out of 5 stars,Application fir auto loan was approved quickly. A loan advisor reached out to me quickly and ledMe to the closing process. Received a great rate and great service.
355,DuGood Credit Union,2021-09-08,Rated 5 out of 5 stars,"I recently opened up a savings account at DuGood Credit Union. Everyone in the office went above and beyond to make me feel welcome.  They were so helpful, I’m so happy I chose to open up a new account. Gayle"
356,DuGood Credit Union,2021-09-07,Rated 5 out of 5 stars,I applied online for an account. LaDana reached out to me and helped me through the process. LaDana is very professional and has the best personality. I am happy to be a member of Dugood and look forward to our years to come with our new credit union.
357,DuGood Credit Union,2021-09-07,Rated 5 out of 5 stars,Outstanding customer service every time!  The staff always has solutions and not the same “We Cant Do that” answers that you get at other banks.
358,DuGood Credit Union,2021-09-07,Rated 5 out of 5 stars,
359,DuGood Credit Union,2021-09-07,Rated 5 out of 5 stars,"Soon as i walked in, they were friendly. I wanted to join a credit union after dealing with regular banks so long. I’m really blessed I found Dugood Credit Union, it’s been a great experience ever since."
360,DuGood Credit Union,2021-09-04,Rated 5 out of 5 stars,"Torey Johnson was a professional, knowledgeable and efficient helping hand in my recent loan with Dugood. She simplified the process and make the remote, electronic process seamless.  I appreciate folks who care about their jobs and care about doing them well!  I appreciate you Torey for that!    Thank You- S. Perez"
361,DuGood Credit Union,2021-09-03,Rated 5 out of 5 stars,"DuGood is a wonderful credit union. I recently needed a small loan and they expedited it in one day! The process was quick, efficient, snd so simple! The loan officer was wonderful and was very gracious and kind! They are all about customer service here, which is becoming a rarity in today’s society. I highly recommend DuGood to anyone who seeks quality customer service and excellent treatment."
362,DuGood Credit Union,2021-09-03,Rated 5 out of 5 stars,
363,DuGood Credit Union,2021-09-03,Rated 5 out of 5 stars,I love my credit union! Always there when I need them and the staff is always very friendly.
364,DuGood Credit Union,2021-09-03,Rated 5 out of 5 stars,My husband and I were very satisfied with DuGood Credit Union when we transferred our truck note from Chevrolet. The percentage rate was so much better. But I have to say the friendliness and helpfulness of Katrina was over the top! She was exceptional. We would recommend DuGood to anyone! Go by and ask for Katrina!!
365,DuGood Credit Union,2021-09-02,Rated 5 out of 5 stars,Very helpful and very knowledgeable of different accounts.
366,DuGood Credit Union,2021-09-02,Rated 5 out of 5 stars,I came to finance an auto loan and connected with Carrie. She was so helpful and informative. The entire process was painless. I’ve already recommended this bank to all of my friends.
367,DuGood Credit Union,2021-09-02,Rated 5 out of 5 stars,I was looking for another bank that can provide the options that I'm looking for and DuGood was the place to be. I was able to do everything online since I am working shift work and have not been able to go into a branch yet. The agent that helped me was Kayla Hernandez. She was very knowledgeable with everything and had an answer for all of my questions! I look forward to future banking with yall!
368,DuGood Credit Union,2021-08-27,Rated 5 out of 5 stars,I had a great experience working with Dugood credit Union Mrs. Audrey done a fantastic job helping me get my car refinanced and getting a personal loan without being pushy and being very patient. I will definitely recommend them
369,DuGood Credit Union,2021-08-27,Rated 5 out of 5 stars,
370,DuGood Credit Union,2021-08-24,Rated 5 out of 5 stars,My loan process was so quick and easy the ladies that worked with me were amazing they also contacted me after the process was finished. I would recommend Dugood to my family and friends not just because of this service but for services that they have provided for me in the 20+ years that I have been a member here.
371,DuGood Credit Union,2021-08-24,Rated 5 out of 5 stars,I went to the Grand Opening in Mt Belvieu to join.  I was greeted by Courtney and most everyone else in the building.  Courtney answered all my questions and made me feel right at home.  I will be back!!
372,DuGood Credit Union,2021-08-24,Rated 5 out of 5 stars,"Great service, fast turnaround, friendly people"
373,DuGood Credit Union,2021-08-23,Rated 5 out of 5 stars,"They were kind, professional, and quick. I loved it"
374,DuGood Credit Union,2021-08-23,Rated 5 out of 5 stars,Carrie Brown took all the proper steps to make sure she could help me save money on refinancing my trk. I went from a 17% interest rate to a 3.75% interest rate. I’m very thankful!!!!
375,DuGood Credit Union,2021-08-23,Rated 5 out of 5 stars,"Torey did amazing! Everything was quick, easy, and informative. She went above and beyond looking for loans that would help our family the most. Dugood has amazing rates and we are excited to continue using them!"
376,DuGood Credit Union,2021-08-21,Rated 5 out of 5 stars,Great service! Very efficient with the auto refinance process. Great location!
377,DuGood Credit Union,2021-08-21,Rated 5 out of 5 stars,
378,DuGood Credit Union,2021-08-21,Rated 5 out of 5 stars,This has been the best and easiest experience we have ever had. Elizabeth is awesome.
379,DuGood Credit Union,2021-08-21,Rated 5 out of 5 stars,I always choose to transact my business with DuGood because of the ease and convenience. I am always elated about the excellent customer service I receive. I recommend DuGood to anyone searching for financial support and services that are top notch!!
380,DuGood Credit Union,2021-08-20,Rated 5 out of 5 stars,Great service and friendly staff.  Mindy Neail is super!!
381,DuGood Credit Union,2021-08-17,Rated 5 out of 5 stars,DuGood a great place to do business with just a phone call  They knew what I needed and how to get me there when buying my new truck I will recommend to everyone Thanks Tory for an awesome experience with professional services. 5 Stars
382,DuGood Credit Union,2021-08-16,Rated 5 out of 5 stars,
383,DuGood Credit Union,2021-08-15,Rated 5 out of 5 stars,"I applied for a personal loan and received it,very easy and hassel free"
384,DuGood Credit Union,2021-08-14,Rated 5 out of 5 stars,Had the pleasure of working with Torey Johnson and Julie Nguyen recently. I had two loans completed within the same day of applying! The process was very quick and easy. Definitely looking forward to working with these ladies in the future!
385,DuGood Credit Union,2021-08-14,Rated 5 out of 5 stars,this bank company has every gud service from them they are execlent
386,DuGood Credit Union,2021-08-14,Rated 5 out of 5 stars,The experience was excellent. The entire process was very smooth and required very little effort on my part. The staff member that assisted me was considerate of my time.
387,DuGood Credit Union,2021-08-12,Rated 5 out of 5 stars,Handled very quickly and professionally.  Very helpful throughout the whole process.
388,DuGood Credit Union,2021-08-12,Rated 5 out of 5 stars,We recently became a Dugood member and I have been nothing but pleased in all my interactions. Monica James in the Dowlen Beaumont location has went above and beyond my expectations!!!! She has answered every call and been nothing but friendly in so of our conversations🥰 keep up the good withI recommend Dugood Federal Credit Union to anyone!Thanks again for being the best
389,DuGood Credit Union,2021-08-11,Rated 5 out of 5 stars,Great customer service and very help full in all my needs/ Tim Baker
390,DuGood Credit Union,2021-08-11,Rated 5 out of 5 stars,Great response time.  Very helpful
391,DuGood Credit Union,2021-08-11,Rated 5 out of 5 stars,"I’ve been with DuGood for about a year now and absolutely love them! I was on the phone with Audrey yesterday about refinancing my car! It was fast and I was able to text her when we got off the phone also! I didn’t have to leave the house at all, signed all the documents on the phone as well!"
392,DuGood Credit Union,2021-08-11,Rated 5 out of 5 stars,"Fast, friendly service. Painless loan process."
393,DuGood Credit Union,2021-08-11,Rated 5 out of 5 stars,"Great service rendered, thank you for your easy to operate services"
394,DuGood Credit Union,2021-08-11,Rated 5 out of 5 stars,Good bank. Worth trusty. Thank you DuGood for helping us through any and every process.
395,DuGood Credit Union,2021-08-10,Rated 5 out of 5 stars,Was very professional and answered every question we had.  Everything was handled in a timely manner.Paul and Debora Masters
396,DuGood Credit Union,2021-08-10,Rated 5 out of 5 stars,I have been a member of DuGood for a very long time. I stay because of the great service they provide.  I recently applied for a loan and Monica was a great help.  She answered all of my questions and was very prompt when she needed to get back to me.  I would definitely recommend DuGood.  And thanks again Monica for all of your help!
397,DuGood Credit Union,2021-08-10,Rated 5 out of 5 stars,ABSOLUTELY love DuGood! I refer them to everyone I can. Thank you DuGood for helping us through any and every process.
398,DuGood Credit Union,2021-08-10,Rated 5 out of 5 stars,very helpful people. They are helping me switch banking institutions and refinancing an automobile. Great service!
399,DuGood Credit Union,2021-08-10,Rated 5 out of 5 stars,Great customer service on every visit. Love banking with DuGood!
400,DuGood Credit Union,2021-08-09,Rated 5 out of 5 stars,Great customer service!Completed two loans with Dugood and both were a very easy process.
401,DuGood Credit Union,2021-08-09,Rated 5 out of 5 stars,"I honestly have to say that this was the easiest loan process I have ever been involved with, not to mention it was all done on-line and very convenient.  The loan processor kept me up to date with every single aspect regarding the loan and my loan was complete within 2 days after my application was received.  I highly recommend!!!"
402,DuGood Credit Union,2021-08-08,Rated 5 out of 5 stars,I did a refi cash out on my truck loan. I was helped by Julie n. She made it very easy and was able to help meGet everything done in one day.
403,DuGood Credit Union,2021-08-08,Rated 5 out of 5 stars,Excellent service!!! Enjoyed doing business with Tammy Simmons Vidor branch.
404,DuGood Credit Union,2021-08-07,Rated 5 out of 5 stars,Very helpful and super courteous!!  Never had such an experience with a credit union in all my years !!
405,DuGood Credit Union,2021-08-07,Rated 5 out of 5 stars,Great job keeping me updated and how to help with my other loans.
406,DuGood Credit Union,2021-08-07,Rated 5 out of 5 stars,
407,DuGood Credit Union,2021-08-06,Rated 5 out of 5 stars,"The refinance of my home was a very smooth process.  I had dreaded getting started, but with the help of Sandra Flanigan and her Team, they made the process go very smooth from the beginning to the end, and I appreciate all of their help! Much appreciated!"
408,DuGood Credit Union,2021-08-05,Rated 5 out of 5 stars,Real good and okay
409,DuGood Credit Union,2021-08-04,Rated 5 out of 5 stars,Audrey Hinson made my auto refinance easy as it could be she helped me through the whole process.
410,DuGood Credit Union,2021-08-03,Rated 5 out of 5 stars,Madison told Me that she was kinda new...but she gave Me a wonderful customer service experience & made Me happy that I chose DuGood!!!
411,DuGood Credit Union,2021-08-03,Rated 5 out of 5 stars,Always friendly and very helpful! Wouldn't want to bank anywhere else!
412,DuGood Credit Union,2021-07-31,Rated 4 out of 5 stars,
413,DuGood Credit Union,2021-07-31,Rated 5 out of 5 stars,
414,DuGood Credit Union,2021-07-31,Rated 5 out of 5 stars,"Brenda was outstanding, she worked really hard on our refinance, she went above and beyond helping us"
415,DuGood Credit Union,2021-07-30,Rated 5 out of 5 stars,DuGood helped us purchase our retirement home.  They were very helpful and kind.  Sandra and Rebecca were always available when we needed them.
416,DuGood Credit Union,2021-07-29,Rated 5 out of 5 stars,"I have banked with DUGOOD since 1992.  I would not bank any other place.  They are always friendly, accommodating, and knowledgeable."
417,DuGood Credit Union,2021-07-29,Rated 5 out of 5 stars,Torey was my rep that helped me with my auto purchase. She was very polite and tentative throughout the entire process. She went above and beyond to ensure all my needs and concerns were addressed!
418,DuGood Credit Union,2021-07-28,Rated 5 out of 5 stars,"Ms. Tara is so nice and helpful, we appreciate her."
419,DuGood Credit Union,2021-07-28,Rated 5 out of 5 stars,"DuGood continues to exceed our expectations. Darlene was extremely efficient in helping my son obtain an auto loan.  This was his first experience in dealing with loans and buying a car from a dealer, but it was definitely a positive experience for him.  The dealer also commented on the fact that Darlene and DuGood FCU were the most helpful that he had seen.  He commented that it's usually hard to get the banker on the phone, but  Darlene was at our disposal and walked us through each step until the deal went through and all paperwork was completed."
420,DuGood Credit Union,2021-07-27,Rated 4 out of 5 stars,Always great service and quick to help when needed
421,DuGood Credit Union,2021-07-27,Rated 5 out of 5 stars,They was kind and very helpful. Took care of everything I needed and more. Friendly i would recommend other's. Good to see smiling & friendly faces. 5 stars in my book.
